,event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,critical
1255,OSINT - Turla PNG Dropper is back,0,0,0,1.0
1256,OSINT - `event-stream` dependency attack steals wallets from users of copay,3,1,1,1.0
1257,OSINT -  DNSpionage Campaign Targets Middle East,8,1,1,1.0
1258,OSINT - Hancitor active again yith new macro - IoCs,0,0,0,1.0
1259,SamSam Ransomware - Alert (AA18-337A),0,0,0,1.0
1260,MAR-10219351.r1.v2 (SamSam ransomware),0,0,0,1.0
1261,MAR-10164494.r1.v1 (SamSam ransomware),0,0,0,1.0
1262,MAR-10166283.r1.v1 (SamSam ransomware),0,0,0,1.0
1263,OSINT - Making a Ransomware Payment? It May Now Violate U.S. Sanctions,0,0,0,1.0
1264,OSINT - Sextortion with a side of ransomware,0,0,0,1.0
1265,"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",0,0,0,1.0
1266,OSINT - Password Protected ZIP with Maldoc,0,0,0,1.0
1267,OSINT - The Return of The Charming Kitten,24,1,1,1.0
1268,OSINT - New Bomb Threat Email Scam Campaign Demanding $20K in Bitcoin,0,0,0,1.0
1269,Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),1,0,1,1.0
1270,OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,0,0,0,1.0
1271,Phishing Sites,33,1,1,1.0
1272,FBI FLASH AB-000102-MW,0,0,0,1.0
1273,OSINT - DarkHydrus is launching attacks to targets in Middle East,0,0,0,1.0
1274,OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,8,1,1,1.0
1275,OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,0,0,0,1.0
1276,OSINT - LoJax Command and Control Domains Still Active,2,1,1,1.0
1277,Incident - pear.php.net - compromised and delivering malicious package,1,0,1,1.0
1278,OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,0,0,0,1.0
1279,IOCs Associated with DNS Infrastructure Tampering,9,1,1,1.0
1280,2019-01-28: APT28 XTunnel Backdoor,1,0,1,1.0
1281,2019-01-28: Turla Kazuar RAT,0,0,0,1.0
1282,OSINT - Cisco Job Posting Targets Korean Candidates,0,0,0,1.0
1283,Malicious XLS claiming to be from Deloitte,5,1,1,1.0
1284,OSINT - DanaBot updated with new C&C communication,9,1,1,1.0
1285,OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,0,0,0,1.0
1286,Fake amf-fr.org website delivering malicious Word document and binaries,1,0,1,1.0
1287,VMRay Analyzer Report for Sample #252574 (related amf-fr.org),2,1,1,1.0
1288,Financial - socgen-compliance.com fake website delivering malicious documents,3,1,1,1.0
1289,IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222,2,1,1,1.0
1290,OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,0,0,0,1.0
1291,"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",0,0,0,1.0
1292,Fake invoice (per postal mail),0,0,0,1.0
1293,LockerGoga  - yara rules,0,0,0,1.0
1294,OSINT -  Operation ShadowHammer,1,0,1,1.0
1295,OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,3,1,1,1.0
1296,"Tor hidden services for GandCrab and jokeroo ""vendor""",0,0,0,1.0
1297,OSINT - Hancitor domains,0,0,0,1.0
1298,OSINT - Mirai Compiled for New Processors Surfaces in the Wild,1,0,1,1.0
1299,Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,15,1,1,1.0
1300,OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,1,0,1,1.0
1301,OSINT - 97 domains phishing spread over 10 IP's,20,1,1,1.0
1302,OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,2,1,1,1.0
1303,OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,0,0,0,1.0
1304,OSINT -  DNSpionage brings out the Karkoff,2,1,1,1.0
1305,OSINT - Threat Actor TA505 Targets Financial Enterprises Using LOLBins and a New Backdoor Malware,2,1,1,1.0
1306,OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,0,0,0,1.0
1307,OSINT -  Analysis of an IRC based Botnet,0,0,0,1.0
1308,OSINT - Kernel Mode Malicious Loader,1,0,1,1.0
1309,OSINT - Goblin Panda continues to target Vietnam,1,0,1,1.0
1310,OSINT - CARBANAK Week - Fire Eye,4,1,1,1.0
1311,OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,0,0,0,1.0
1312,OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,0,0,0,1.0
1313,OSINT - [Emering] FIN7 JScript Loader Malware,0,0,0,1.0
1314,Targeted phishing - PDF documents / phishkit,0,0,0,1.0
1315,HIDDEN COBRA - North Korean Malicious Cyber Activity (MAR-10135536.r21.v2),0,0,0,1.0
1316,OSINT - A journey to Zebrocy land,0,0,0,1.0
1317,OSINT -   Sorpresa! JasperLoader targets Italy with a new bag of tricks,6,1,1,1.0
1318,SMTP attackers honeypot logs for 2019-05-26,43,1,1,1.0
1319,Script-maze historical malware seen,0,0,0,1.0
1320,Linux server infection with coinminers (derived from original post with iptables rules),0,0,0,1.0
1321,OSINT - FlawedAmmy RAT,1,0,1,1.0
1322,OSINT - Gaining New Visibility into Financial Threats,7,1,1,1.0
1323,OSINT - Spam Warns about Boeing 737 Max Crashes While Pushing Malware,0,0,0,1.0
1324,OSINT - The Elderwood Project,1,0,1,1.0
1325,Dharma Ransomware sample,0,0,0,1.0
1326,OSINT - ThreatHunting/India/,0,0,0,1.0
1327,OSINT - Trojan downloader found on Google Play by @Maler360,0,0,0,1.0
1328,OSINT - Hide â€˜N Seek Botnet Updates Arsenal with Exploits Against Nexus Repository Manager & ThinkPHP,0,0,0,1.0
1329,"Information stealer malware via fake malicious document as ""University of Luxembourg""",2,1,1,1.0
1330,Related malware samples,0,0,0,1.0
1331,Soft Cell case - guessed indicators (via Twitter discussion),3,1,1,1.0
1332,Soft Cell case - Related indicators from correlations,6,1,1,1.0
1333,An Analysis of Linux.Ngioweb Botnet,26,1,1,1.0
1334,OSINT - OSX/Linker: New Mac malware attempts zero-day Gatekeeper bypass,1,0,1,1.0
1335,OSINT - Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus,1,0,1,1.0
1336,OSINT -  SWEED: Exposing years of Agent Tesla campaigns,9,1,1,1.0
1337,OSINT - Turla renews its arsenal with Topinambour,6,0,1,1.0
1338,OSINT - From Carnaval to Cinco de Mayo â€“ The journey of Amavaldo,0,0,0,1.0
1339,OSINT - Sharpening the Machete,6,1,1,1.0
1340,OSINT -  Recent Cloud Atlas activity,2,1,1,1.0
1341,OSINT - Ruby/Gem Warning! is rest-client 1.6.13 hijacked? #713,1,0,1,1.0
1342,OSINT - Emotet is back,25,1,1,1.0
1343,OSINT - Mirai - Loligang bot,1,0,1,1.0
1344,OSINT - Gamaredon group,0,0,0,1.0
1345,SectorJ04 Groupâ€™s Increased Activity in 2019,0,0,0,1.0
1346,OSINT - ESET discovered an undocumented backdoor used by the infamous Stealth Falcon group,3,1,1,1.0
1347,OSINT - New Gootkit Banking Trojan campaign against Italian Companies and Users.,3,1,1,1.0
1348,OSINT - Emotet Updated C2 Info 9/20,0,0,0,1.0
1349,New IoT multiplatform Linux malware: Linux/AirDropBot,6,1,1,1.0
1350,OSINT - #EmissaryPanda #APT older sample (2018),0,0,0,1.0
1351,OSINT - Chrome 0-day exploit CVE-2019-13720 used in Operation WizardOpium,1,0,1,1.0
1352,OSINT - Turla/Venomous Bear Implants,0,0,0,1.0
1353,OSINT - Dans lâ€™Å“il de notre CyberSOC : la campagne malspam Aggah diversifie ses outils,0,0,0,1.0
1354,IECrypt sample analysed with VMRay Analyzer Report for Sample #245141 (IECrypt),0,0,0,1.0
1355,OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0,0,0,0,1.0
1356,OSINT - Trojan.ElectrumDoSMiner -  a Trojan responsible for the denial of service attacks against Electrum bitcoin wallets.,4,1,1,1.0
1357,OSINT - Reversing a real-world 249 bytes backdoor!,0,0,0,1.0
1358,OSINT - Letâ€™s play (again) with Predator the thief â€“ Fumik0_'s box,0,0,0,1.0
1359,OSINT - The #BronzeUnion/#LuckyMouse/#APT27 infection checker,0,0,0,1.0
1360,OSINT - Spam via mobile phone,0,0,0,1.0
1361,OSINT - First Node.js-based Ransomware : Nodera,0,0,0,1.0
1362,VBS Downloader and Defender Control,9,1,1,1.0
1363,Emotet/Trickbot,2,1,1,1.0
1364,XMRig and OPSEC Fail,1,0,1,1.0
1365,Ako Ransomware,1,0,1,1.0
1366,Emotet - Trickbot - CobaltStrike - gtag mor85,2,1,1,1.0
1367,Warzone RAT,0,0,0,1.0
1368,Dever Ransomware,1,0,1,1.0
1369,XMRig & Masscan,1,0,1,1.0
1370,IRS Doc Malware,8,1,1,1.0
1371,Trickbot and AdFind Recon,2,1,1,1.0
1372,Ostap Maldoc Samples,2,1,1,1.0
1373,Racoon Stealer,0,0,0,1.0
1374,Interesting Recon Script,0,0,0,1.0
1375,Remcos RAT 02-28-20,2,1,1,1.0
1376,Harma and Odveta Ransomware,4,1,1,1.0
1377,"Rhombus - Linux DDoS botnet aims VPS & IoT, w/persistence & dropper",4,1,1,1.0
1378,OSINT - revengeRAT targeting France,1,0,1,1.0
1379,OSINT - new sample of operation lagtime TA428,1,0,1,1.0
1380,Trickbot Gtag QW1,2,1,1,1.0
1381,Trickbot Gtag lib693/tt0002,40,1,1,1.0
1382,Lokibot Equation Editor Sample,2,1,1,1.0
1383,OSINT - Pivot from IP address (105.235.129.138) where the C2 was running,1,0,1,1.0
1384,Ursnif Campaign f1.pipen.at,6,1,1,1.0
1385,Trickbot to Pyxie,59,1,1,1.0
1386,Linux/Mirai-Hilix (w/New TABLE encoder) aims Realtek & Huawei routers,4,1,1,1.0
1387,Linux/KAITEN AK47(a Mod-Telnet-Scanner) & Echo-loader hexstrings spread,5,1,1,1.0
1388,OSINT - New Cyber Operation Targets Italy: Digging Into the Netwire Attack Chai,1,0,1,1.0
1389,OSINT - IQ-FA006:Dridex XLS Documents with Fancy Lures,0,0,0,1.0
1390,Dharma Ransomware Event,1,0,1,1.0
1391,Dridex to Empire,15,1,1,1.0
1392,RegretLocker - VMRay Analyzer Report for Sample #1500977,8,1,1,1.0
1393,C2-JARM - A list of JARM hashes for different ssl implementations used by some C2 tools.,0,0,0,1.0
1394,OSINT - Babuk Ransomware,0,0,0,1.0
1395,Gamaredon Group (common notes from McAfee and other sources),0,0,0,1.0
1396,CISA.gov - AA21-062A Mitigate Microsoft Exchange Server Vulnerabilities,15,1,1,1.0
1397,Nanocore 20210816,0,0,0,1.0
1398,AA21-110A Exploitation of Pulse Connect Secure Vulnerabilities,0,0,0,1.0
1399,OSINT - Cytrox Spyware Indicators of Compromise,0,0,0,1.0
1400,A22-108A TraderTraitor North Korean State-Sponsored APT Targets Blockchain Companies,13,1,1,1.0
1401,Phishing La Banque Postale - Lookyloo Capture (http://one.doesntexist.com/p/b2ba4),0,0,0,1.0
1402,CISA - MAR-10382254.r1.v1: XMRIG Cryptominer,0,0,0,1.0
1403,OSINT - JSSLoader: the shellcode edition,0,0,0,1.0
1404,OSINT (VT Collection) - GodFather Malware Returns Targeting Banking Users,0,0,0,1.0
1405,Microsoft Office 365 Phishing - hosted on IPFS - https://ipfs.io/ipfs/QmdZDtyPrvVegTU7p6JZ5dm3CoZnH2qdEjTRfsUY8Nncwh,0,0,0,1.0
1406,Pandora analysis (Ilnas-04570323.exe) - malicious files included in an email,0,0,0,1.0
1407,CISA - MAR-10459736.r1.v1 - WHIRLPOOL Variant,0,0,0,1.0
1408,Pandora analysis (NEW ORDER LIST GREEN VALLEY CORP.xlam),0,0,0,1.0
1409,Pandora analysis (INV0027378237.7z) - Malicious attachment,0,0,0,1.0
1410,Police.CH - Erpresserische Kryptowährung-Adressen,0,0,0,1.0
1411,Spyware Telegram mod distributed via Google Play - Evil Telegram doppelganger attacks Chinese users,0,0,0,1.0
1412,AA23-250A: Multiple Nation-State Threat Actors Exploit CVE-2022-47966 and CVE-2022-42475,23,1,1,1.0
1413,CVE-2023-46604 (Apache ActiveMQ) Vulnerability Exploited to Infect Systems With Cryptominers and Rootkits,0,0,0,1.0
1414,"AA23-335A: IRGC-Affiliated Cyber Actors Exploit PLCs in Multiple Sectors, Including U.S. Water and Wastewater Systems Facilities",2,1,1,1.0
1415,PSA: Fake CVE-2023-45124 Phishing Scam Tricks Users Into Installing Backdoor Plugin,0,0,0,1.0
1416,MAR-10478915-1.v1 Citrix Bleed,0,0,0,1.0
1417,AA23-339A Threat Actors Exploit Adobe ColdFusion CVE- 2023-26360 for Initial Access to Government Servers,1,0,1,1.0
1418,AA22-138B Threat Actors Chaining VMware Vulnerabilities for Full System Control,20,1,1,1.0
1419,"(fake? exercise) Phishing targeting different organisation in Benelux (""cybersecurity"" company Pistachio)",1,0,1,1.0
1420,I-Soon / Anxun data leak in Github,9,1,1,1.0
1421,OSINT - Advisory: Active exploitation of Check Point Remote Access VPN vulnerability (CVE-2024-24919),4,1,1,1.0
1422,CISA - AA24-131A #StopRansomware: Black Basta,20,1,1,1.0
1423,OSINT - RDGAs: The Next Chapter in Domain Generation Algorithms,0,0,0,1.0
1424,OSINT - Major Payment Disruption: Ransomware Strikes Indian Banking Infrastructure,0,0,0,1.0
1425,Fake booking.com service website gathering PII including passport,1,0,1,1.0
1426,Fake booking.com website - Lookyloo Capture (https://booking-0ef4-8213-ae7f-3fec3e22.1facc.pw/?stays=superb-apartment-to-rent-in-central-nijmegen&sid=9648547963&id=376818034&awg_dvm=FCgjGHuw8y),0,0,0,1.0
1427,OSINT - NGate Android malware relays NFC traffic to steal cash,1,0,1,1.0
1428,Malicious comment on GitHub pointing to malware,0,0,0,1.0
1429,FluBot - Distribution vectors & Threat network infrastructure,0,0,0,1.0
1430,OSINT - Earth Lusca Uses KTLVdoor Backdoor for Multiplatform Intrusion,0,0,0,1.0
1431,OSINT - Unraveling SloppyLemming’s Operations Across South Asia,0,0,0,1.0
1432,OSINT - Inside the Dragon: DragonForce Ransomware Group,5,1,1,1.0
1433,Investigating FortiManager Zero-Day Exploitation (CVE-2024-47575),5,1,1,1.0
1434,OSINT - Gorilla DDoS,15,1,1,1.0
1435,OSINT - Game of Emperor: Unveiling Long Term Earth Estries Cyber Intrusions,22,1,1,1.0
1436,Operation Cobalt Whisper: Threat Actor Targets Multiple Industries Across Hong Kong and Pakistan.,8,1,1,1.0
1437,OSINT - Threat Advisory: Oh No Cleo! Cleo Software Actively Being Exploited in the Wild,0,0,0,1.0
1438,spearphishing campaign targeted at least 20 Autonomous System (AS) owners,1,0,1,1.0
1439,OSINT - Lookout Discovers Two Russian Android Spyware Families from Gamaredon APT,8,1,1,1.0
1440,OSINT - Mamba 2FA: A new contender in the AiTM phishing ecosystem,24,1,1,1.0
1441,OSINT - The Qualcomm DSP Driver - How Serbian authorities have deployed surveillance technology and digital repression tactics,0,0,0,1.0
1442,"""Packets everywhere!"" report about delivery abuse system and phishing",3,1,1,1.0
1443,OSINT - Signals of Trouble: Multiple Russia-Aligned Threat Actors Actively Targeting Signal Messenger,0,0,0,1.0
1444,"Over 2,400 IP addresses linked to Astrill VPN, often used by North Korean fake IT workers.",0,0,0,1.0
1445,AA25-071A Stop Ransomware: Medusa Ransomware,0,0,0,1.0
1446,Fake trademark-related invoice,0,0,0,1.0
1447,OSINT - Threat Brief: CVE-2025-31324,18,1,1,1.0
1448,OSINT - New Russia-affiliated actor Void Blizzard targets critical sectors for espionage,0,0,0,1.0
1449,Malicious File Creates Network Socket and Contacts fdh32fsdfhs.shop - Kunai Analysis Report sample - 2d266ab2597c72424aa21bc00718f9a13e5836e8,0,0,0,1.0
1450,The Spy Kittens Are Back: Rocket Kitten 2,3,1,1,1.0
1451,The Dukes: 7 Years of Russian Espionage,31,1,1,1.0
1452,WitchCoven: Exploiting Web Analytics to Ensnare Victims,0,0,0,1.0
1453,APT28 Under the Scope - A Journey into Exfiltrating Intelligence and Government Information,0,0,0,1.0
1454,Bookworm Trojan: A Model of Modular Architecture,0,0,0,1.0
1455,New wave of cyberattacks against Ukrainian power industry,2,1,1,1.0
1456,Attack Campaign on the Government of Thailand Delivers Bookworm Trojan,11,1,1,1.0
1457,BlackEnergy by the SSHBearDoor : attacks against Ukrainian news media and electric industry,6,1,1,1.0
1458,In Pursuit of Optical Fibers and Troop Intel: Targeted Attack Distributes PlugX in Russia,2,1,1,1.0
1459,Sakula Reloaded,1,0,1,1.0
1460,Backdoor.Cadelspy and Backdoor.Remexi - Symantec,0,0,0,1.0
1461,Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites - Citizen Lab,4,1,1,1.0
1462,BOOTRASH - Fireeye,0,0,0,1.0
1463,Packrat: Seven Years of a South American Threat Actor,13,1,1,1.0
1464,LOWBOW - FireEye,1,0,1,1.0
1465,China Peace Palace attacks - ThreatConnect,0,0,0,1.0
1466,Duke Cloud Linux - F-Secure,2,1,1,1.0
1467,SeaDuke - Symantec/PaloAlto,3,1,1,1.0
1468,Operation Potao Express,38,1,1,1.0
1469,Terracotta VPN - RSA,0,0,0,1.0
1470,IsSpace via CVE-2015-5122 - PaloAlto,2,1,1,1.0
1471,APT29 HammerToss - FireEye,0,0,0,1.0
1472,Butterfly/WildNeutron - Symantec / Kaspersky,4,1,1,1.0
1473,BlackVine - Symantec,1,0,1,1.0
1474,Macro Malware Associated With Dridex Finds New Ways to Hide,0,0,0,1.0
1475,Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,9,1,1,1.0
1476,PowerSniff Malware Used in Macro-based Attacks,0,0,0,1.0
1477,PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,0,0,0,1.0
1478,Ad Serving Platform Used By PUA Also Delivers Magnitude Exploit Kit,0,0,0,1.0
1479,Ransomware - NSIS.Onion,1,0,1,1.0
1480,Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,1,1,1.0
1481,Click-Fraud Ramdo Malware Family Continues to Plague Users,0,0,0,1.0
1482,Jigsaw Ransomware Decrypted: Will delete your files until you pay the Ransom,0,0,0,1.0
1483,Retefe is back in town,1,0,1,1.0
1484,Malware Takes Advantage of Windows â€˜God Modeâ€™,0,0,0,1.0
1485,EITest campaign still going strong,5,1,1,1.0
1486,"The Kelihos & Severa; the ""All Out"" version",10,1,1,1.0
1487,Neutrino EK and CryptXXX,3,1,1,1.0
1488,RIG exploit kit takes on large malvertising campaign,1,0,1,1.0
1489,OilRig Malware Campaign Updates Toolset and Expands Targets,0,0,0,1.0
1490,Tech support scammers abuse bug in HTML5 to freeze computers,1,0,1,1.0
1491,Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,4,1,1,1.0
1492,COBALT Logical attacks on ATMs,6,1,1,1.0
1493,Spear Phishing Attack Hits Industrial Companies,3,1,1,1.0
1494,The â€œEyePyramidâ€ attacks A homebrew cyberespionage operation that took Italy by storm,0,0,0,1.0
1495,Evil: A poor manâ€™s ransomware in JavaScript,0,0,0,1.0
1496,WordPress REST API Vulnerability Abused in Defacement Campaigns,6,1,1,1.0
1497,Covert Channels and Poor Decisions: The Tale of DNSMessenger,0,0,0,1.0
1498,OFF-THE-SHELF RANSOMWARE USED TO TARGET THE HEALTHCARE SECTOR,0,0,0,1.0
1499,Snake: Coming soon in Mac OS X flavour,1,0,1,1.0
1500,Dridex and Locky Return Via PDF Attachments in Latest Campaigns,8,1,1,1.0
1501,FIN7 Evolution and the Phishing LNK,0,0,0,1.0
1502,Kazuar: Multiplatform Espionage Backdoor with API Access,0,0,0,1.0
1503,Seamless Campaign using Rig Exploit Kit to send Ramnit Trojan,3,1,1,1.0
1504,WannaCry: Ransomware attacks show strong links to Lazarus group,5,1,1,1.0
1505,Multiple Groups Have Been Exploiting ETERNALBLUE Weeks Before WannaCry,2,1,1,1.0
1506,Not Your Typical Ransomware Infection,6,1,1,1.0
1507,TrickBotâ€™s bag of tricks,33,1,1,1.0
1508,"McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",3,1,1,1.0
1509,Following the Trail of BlackTechâ€™s Cyber Espionage Campaigns,1,0,1,1.0
1510,New KONNI Campaign References North Korean Missile Capabilities,0,0,0,1.0
1511,"Real News, Fake Flash: Mac OS X Users Targete",3,1,1,1.0
1512,Poisoning the Well: Banking Trojan Targets Google Search Results,2,1,1,1.0
1513,Silence â€“ a new Trojan attacking financial organizations,1,0,1,1.0
1514,RickRolled by none other than IoTReaper,10,1,1,1.0
1515,"New Targeted Attack in the Middle East by APT34, a Suspected Iranian Threat Group, Using CVE-2017-11882 Exploit",6,1,1,1.0
1516,Criminals in a festive mood,1,0,1,1.0
1517,Sneaky *.BAT File Leads to Spoofed Banking Page,0,0,0,1.0
1518,Update on Pawn Storm: New Targets and Politically Motivated Campaigns,0,0,0,1.0
1519,Korea In The Crosshairs,0,0,0,1.0
1520,Reviewing the spam filters: Malspam pushing Gozi-ISFB,22,1,1,1.0
1521,Argenta phishing website,0,0,0,1.0
1522,Targeted Attacks In The Middle East,1,0,1,1.0
1523,3 examples of malspam pushing Loki-Bot malware,3,1,1,1.0
1524,Free Ransomware Available on Dark Web,0,0,0,1.0
1525,Invisible resource thieves: The increasing threat of cryptocurrency miners,0,0,0,1.0
1526,New MacOS Backdoor Linked to OceanLotus Found,0,0,0,1.0
1527,Reversed C2 traffic from China,3,0,1,1.0
1528,Malspam pushing Trickbot malware on Friday 2018-05-11,4,1,1,1.0
1529,CVE-2018-8174 (VBScript Engine) and Exploit Kits,6,1,1,1.0
1530,DHL-Themed malspam with links to .js file downloader,6,1,1,1.0
1531,Taking apart a double zero-day sample discovered in joint hunt with ESET,0,0,0,1.0
1532,RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,8,1,1,1.0
1533,Hawkeye Keylogger - Reborn v8: An in-depth campaign analysis,0,0,0,1.0
1534,Advanced Mobile Malware Campaign in India uses Malicious MDM,0,0,0,1.0
1535,Attack inception: Compromised supply chain within a supply chain poses new risks,0,0,0,1.0
1536,Fake Maersk shipping notice phishing,0,0,0,1.0
1537,Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,0,0,0,1.0
1538,DHL-themed malspam reveals embedded malware in animated gif,0,0,0,1.0
1539,PowerPool malware exploits ALPC LPE zero-day vulnerability,1,0,1,1.0
1540,Hide and Script: Inserted Malicious URLs within Office Documentsâ€™ Embedded Videos,0,0,0,1.0
1541,Beobank Phishing 20181203,0,0,0,1.0
1542,More Russian language malspam pushing Shade (Troldesh) ransomware,2,1,1,1.0
1543,GlitchPOS: New PoS malware for sale,0,0,0,1.0
1544,Malspam pushes Emotet with Qakbot as the follow-up malware,0,0,0,1.0
1545,"New SLUB Backdoor Uses GitHub, Communicates via Slack",0,0,0,1.0
1546,New Mirai Variant Targets Enterprise Wireless Presentation & Display Systems,0,0,0,1.0
1547,Emotet Gang Switches to Highly Customized Templates Utilizing Stolen Email Content from Victims,0,0,0,1.0
1548,DNSpionage brings out the Karkoff,1,0,1,1.0
1549,Sodinokibi ransomware exploits WebLogic Server vulnerability,1,0,1,1.0
1550,Vulnerable Apache Jenkins exploited in the wild,0,0,0,1.0
1551,Rig Exploit Kit sends Pitou.B Trojan,3,1,1,1.0
1552,An Analysis of Godlua Backdoor,3,1,1,1.0
1553,Home & Small Office Wireless Routers Exploited to Attack Gaming Servers,1,0,1,1.0
1554,C2 With It All: From Ransomware To Carding,2,1,1,1.0
1555,DarkUniverse â€“ the mysterious APT framework #27,0,0,0,1.0
1556,Mobile Cyberespionage Campaign Distributed Through CallerSpy Mounts Initial Phase of a Targeted Attack,4,1,1,1.0
1557,German language malspam pushes yet another wave of Trickbot,9,1,1,1.0
1558,Ramsay: A cyberâ€‘espionage toolkit tailored for airâ€‘gapped networks,0,0,0,1.0
1559,"Lifting the veil on DeathStalker, a mercenary triumvirate",7,1,1,1.0
1560,Recent Qakbot (Qbot) activity,4,1,1,1.0
1561,TA551 (Shathak) Word docs push Qakbot (Qbot),0,0,0,1.0
1562,"""Lebanese Cedar"" APT Global Lebanese Espionage Campaign Leveraging Web Servers",5,1,1,1.0
1563,Detecting and Preventing Malicious Domains Proactively with DNS Security,3,1,1,1.0
1564,Disgruntled ransomware affiliate leaks the Conti gangâ€™s technical manuals,4,1,1,1.0
1565,"TA551 (Shathak) continues pushing BazarLoader, infections lead to Cobalt Strike",2,1,1,1.0
1566,Indicators of Compromise Associated with Hive  Ransomware,0,0,0,1.0
1567,Domain Propagation Test,0,0,0,1.0
1568,FontOnLake: Previously unknown malware family targeting Linux,5,1,1,1.0
1569,Investigating APT36 or Earth Karkaddan’s Attack Chain and Malware Arsenal,3,1,1,1.0
1570,"Phishing mail impersonating Belgian utility ""De Watergroep""",0,0,0,1.0
1571,Backdoor Activator Malware Running Rife Through Torrents of macOS Apps,0,0,0,1.0
1572,The (D)Evolution of Pikabot,13,1,1,1.0
1573,Kryptina RaaS | From Underground Commodity to Open Source Threat,0,0,0,1.0
1574,FakeBat delivered via several active malvertising campaigns,0,0,0,1.0
1575,"Astaroth, Mekotio & Ousaban abusing Google Cloud Run in LATAM-focused malware campaigns",1,0,1,1.0
1576,Coyote: A multi-stage banking Trojan abusing the Squirrel installer,0,0,0,1.0
1577,Distinctive Campaign Evolution of Pikabot Malware,3,1,1,1.0
1578,"“Hey, This Isn’t the Right Site!” Distribution of Malware Exploiting Google Ads Tracking",0,0,0,1.0
1579,TA547 Targets German Organizations with Rhadamanthys Stealer,1,0,1,1.0
1580,Ransomware Evolution | How Cheated Affiliates Are Recycling Victim Data for Profit,1,0,1,1.0
1581,Unplugging PlugX: Sinkholing the PlugX USB worm botnet,4,1,1,1.0
1582,TargetCompany’s Linux Variant Targets ESXi Environments,0,0,0,1.0
1583,Malicious Inauthentic Falcon Crash Reporter Installer Distributed to German Entity via Spearphishing Website,1,0,1,1.0
1584,"Iranian backed group steps up phishing campaigns against Israel, U.S.",2,1,1,1.0
1585,Persistent Threats from the Kimsuky Group Using RDP Wrapper,2,1,1,1.0
1586,Take my money: OCR crypto stealers in Google Play and App Store,0,0,0,1.0
1587,Malspam 2016-06-24 (Locky),25,1,2,1.0
1588,Malspam 2016-06-27,35,1,3,1.0
1589,Malspam 2016-06-28 (Locky campaign subject: 'Updated'),31,1,3,1.0
1590,Malspam 2016-06-28 (Locky campaign subject: 'report'),32,1,4,1.0
1591,Malspam 2016-06-29 (campaign subject: 'new invoice'),41,1,2,1.0
1592,OSINT - Prince of Persia â€“ Game Over,6,1,2,1.0
1593,"""Lebanese Cedar"" APT Global Lebanese Espionage Campaign Leveraging Web Servers",5,1,3,1.0
1594,"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",8,1,3,1.0
1595,Fake scan campaings (20160505 - 20160507) using docm - Dridex,3,1,2,1.0
